,volatility,beta_static,rolling_beta,rolling_volatility,ma_50,ma_200,MarketCap,TrailingPE,TrailingEPS,TotalRevenue,DividendYield,Beta,FullTimeEmployees,Sector_Encoded,Industry_Encoded
ACE.BO,0.5623789899181584,1.248038150954176,1.1219117405902832,0.02953630680661885,314.40439697265623,254.06513328552245,125032603648.0,32.14963,32.68,32019009536.0,0.19,1.402,1387.0,8.0,39.0
ADANIENT.BO,0.5577809099977932,1.440191819139659,1.2290749780169388,0.02064953970783682,3836.7153076171876,2882.0741802978514,2415756312576.0,69.93151,29.93,1001089073152.0,0.06,1.001,8676.0,5.0,92.0
ADANIPORTS.BO,0.3742980467183126,1.1155017965190082,1.2896985023150986,0.01957335461653253,858.2870166015625,799.5956762695313,2311673872384.0,22.832304,46.87,288833896448.0,0.56,0.651,3129.0,8.0,57.0
ADANIPOWER.BO,0.5366207117090799,1.3568275201424334,1.0845182701613207,0.026207628702765554,325.4609991455078,304.71149955749513,1846510092288.0,14.81281,32.32,553293774848.0,,0.723,3295.0,12.0,98.0
ADFFOODS.BO,0.4821815783500461,0.911428008236688,0.8837784324319652,0.03356398037141637,145.8249710083008,138.62516132354736,25713670144.0,32.68855,7.16,5841420800.0,0.77,0.892,354.0,4.0,68.0
ADORWELD.BO,0.45529246222575437,0.9032408537070751,0.9441918975258149,0.02167021483962517,834.6243811035156,754.045932006836,14961187840.0,33.555817,25.62,9202100224.0,4.19,0.777,672.0,8.0,87.0
ADSL.BO,0.6240385254616695,0.8816864312534936,0.947047417903416,0.025214298298548717,99.33962280273437,115.88322227478028,11250642944.0,23.000002,8.7,7794800128.0,0.75,1.135,3000.0,10.0,47.0
ADVANIHOTR.BO,0.5210393406695514,0.4802238039424045,0.88529583337533,0.025993377075386365,36.04858680725098,34.53497421264648,5245884416.0,20.487364,2.77,1064633024.0,3.17,0.548,161.0,3.0,54.0
AEGISLOG.BO,0.48900005852572304,0.8274495965781701,0.9169019423579403,0.03227322918226786,320.46929321289065,252.13376869201656,267005706240.0,46.075108,16.51,68959215616.0,1.18,1.048,952.0,5.0,66.0
AGARIND.BO,0.5379257375552488,0.5660495044090775,1.5138045582357598,0.019609406570523492,633.4262255859375,587.4133578491211,13242888192.0,10.752368,82.34,23519315968.0,0.34,0.87,129.0,1.0,86.0
AHLEAST.BO,0.4967417048975579,0.47297523177278655,0.796160604620845,0.022539475403640232,116.98619644165039,146.62361225128174,2222848000.0,8.315006,15.46,1116702976.0,1.94,-0.122,277.0,3.0,54.0
AHLUCONT.BO,0.4800149521137791,0.778003446816078,0.7041041707689883,0.03593730756654546,443.61201171875,442.97999969482424,43253895168.0,13.587963,47.52,40464470016.0,0.08,0.967,2995.0,8.0,37.0
AHLWEST.BO,0.5198409286706533,0.17100533569750276,-0.07470584471135247,0.0,141.25,149.27325012207032,1645731968.0,,,,,,,11.0,97.0
AIAENG.BO,0.31779167742571435,0.4174587182980912,0.47708912056152303,0.013936689856562315,2661.315908203125,2295.7557513427732,293142724608.0,28.489838,110.22,42806202368.0,0.51,0.482,1337.0,8.0,87.0
AIFL.BO,0.3562050190436543,0.17334135477592125,0.0,0.0,1.350000023841858,1.350000023841858,,,,,,,,11.0,97.0
AJANTPHARM.BO,0.366916797283155,0.4985900890673813,0.27612112192555677,0.016839658027542167,1206.0167407226563,1197.646417236328,310718595072.0,34.72222,71.64,45317701632.0,2.17,0.161,8073.0,7.0,32.0
AJMERA.BO,0.5546055634445646,1.266737714682982,1.1981213359165495,0.05426429556388732,278.38373931884763,277.0806602478027,28724271104.0,20.32303,35.91,8183723008.0,0.55,1.111,305.0,9.0,75.0
AKSHOPTFBR.BO,0.5507501008864912,0.7189255883337076,1.0285141798623927,0.029509712322290747,10.344200038909912,10.560999994277955,1308091904.0,,-4.9,1473447040.0,,1.008,,10.0,22.0
AKZOINDIA.BO,0.24550201991154658,0.5053322502375834,0.2428855646247801,0.009509135510285488,2085.6184619140627,1851.1877642822265,141527859200.0,32.893204,94.48,40425000960.0,4.5,0.211,1500.0,1.0,86.0
ALANKIT.BO,0.5475575724280087,0.6738328365682161,0.6972480574576511,0.023015385343645695,11.096399993896485,11.884533257484437,4335816704.0,18.37931,0.87,2635159040.0,,1.302,1001.0,10.0,47.0
ALCHEM.BO,0.5419389098724217,0.4374310859863071,0.0,0.0,3.009999990463257,3.009999990463257,40814996.0,,,,,,,11.0,97.0
ALEMBICLTD.BO,0.4907478349139093,0.8787239192726456,1.0645210389169322,0.018419497464908858,71.56022262573242,69.69828454971314,23444197376.0,7.459151,12.24,2106653056.0,2.63,1.069,285.0,9.0,75.0
ALICON.BO,0.5162961081511697,0.8353113332112001,0.7984193425530569,0.024183063187004056,923.9753991699218,774.3912619018555,12135368704.0,21.23044,35.15,17151360000.0,1.01,0.924,794.0,8.0,60.0
ALKALI.BO,0.6212475997758427,0.9127138494548972,0.9323748898938219,0.04876141934543763,124.54043472290039,95.26311719894409,871112896.0,,-8.9,818798016.0,1.17,0.92,107.0,1.0,86.0
ALKYLAMINE.BO,0.4538271027033899,0.7617557214122234,0.8490477465219812,0.013056076865194255,2819.3357421875,2861.2622265625,81342029824.0,45.657288,34.84,15423863808.0,0.63,0.844,692.0,1.0,86.0
ALLCARGO.BO,0.422285843043464,0.6687213365644785,,,-5.036185455322266,-4.1602353405952455,30603831296.0,72.4186,0.43,156179693568.0,6.74,0.88,537.0,8.0,50.0
ALMONDZ.BO,0.6706639760948355,0.3678142912591787,0.8771256143237905,0.027200332059025036,12.72683310508728,14.69302053451538,3680007424.0,21.36,1.0,1398439040.0,,-0.012,297.0,6.0,20.0
ALPA.BO,0.597161841673943,0.7030532573306603,1.0084693546453691,0.051577669205435356,58.557999801635745,64.39824970245361,2060926720.0,9.893939,9.9,961393024.0,,1.086,410.0,7.0,32.0
ALPHAGEO.BO,0.5946849084876579,1.0005558884653143,1.2629917257464074,0.016198203094747975,265.5753149414062,278.2007480621338,1590874240.0,97.25681,2.57,1070065984.0,3.2,0.993,108.0,5.0,64.0
ALPSINDUS.BO,0.6745062941759745,0.3308942749378964,0.24367649113106635,0.02566935708395344,2.269199995994568,3.1132999819517138,101696656.0,,-16.38,17503000.0,,0.82,4.0,3.0,91.0
AMBIKCO.BO,0.38074287535833995,0.5297101703455369,1.153557033864239,0.01881484226340016,1475.1840112304687,1689.7457250976563,7568163328.0,11.468291,115.27,7715499008.0,2.65,0.618,1802.0,3.0,91.0
AMBUJACEM.BO,0.30016197893143487,0.9339919454514994,0.8219657107160369,0.02202982872383057,552.5005639648438,430.9810275268555,1145350782976.0,26.035833,17.86,340501397504.0,0.43,0.246,3548.0,1.0,17.0
AMDIND.BO,0.5928932922295483,0.5206235446613774,0.8244438034357523,0.04407386545984607,62.981000061035154,59.758041286468504,824168128.0,78.181816,0.55,2691998976.0,,0.52,240.0,3.0,69.0
AMRUTANJAN.BO,0.41875143217504185,0.7991123353968135,0.2655482139941772,0.008076806352433559,705.157451171875,762.2508871459961,16669868032.0,33.89248,17.02,4436054016.0,0.97,0.787,634.0,7.0,32.0
ANANTRAJ.BO,0.5407191046609755,1.2968559553159025,1.498280010959786,0.036322470698370364,105.50628356933593,77.67053609848023,158381015040.0,40.31767,11.49,19619065856.0,0.16,0.698,204.0,9.0,75.0
ANDHRSUGAR.BO,0.5014798066565475,0.7420311737048713,0.9096762828007394,0.02232343546843872,130.74999603271485,133.81723430633545,9663646720.0,21.283583,3.35,19525828608.0,1.4,0.916,1994.0,1.0,21.0
ANDREWYU.BO,0.5317885569359306,0.9576001255363589,1.017487013999037,0.05369686738640048,24.35781223297119,22.562768230438234,14624524288.0,,-0.48,2898515968.0,,1.173,14169.0,4.0,40.0
ANIKINDS.BO,0.5650100864067518,0.4403516834322399,0.880239151488293,0.03128989712124299,39.570000076293944,34.57999996185303,2563035648.0,,-0.19,1239656960.0,,0.861,28.0,4.0,43.0
ANSALAPI.BO,0.5724213239048327,0.9212711978309457,0.19653601573927046,0.03398778837684633,21.430000019073486,17.90829999446869,1042021056.0,,-18.94,6702032896.0,,0.814,356.0,9.0,75.0
ANSALHSG.BO,0.5922536522745155,0.8634122107946692,0.8999997874020257,0.04669513749242576,4.48340000629425,6.26619999051094,601578176.0,,,,,,,11.0,97.0
APARINDS.BO,0.41637726413949033,0.7120346427065125,0.6823558859210274,0.023206460661998548,1534.8206298828125,1088.3761068725587,233078554624.0,28.818226,201.35,178265604096.0,0.88,-0.059,2045.0,8.0,34.0
APCL.BO,0.5547660420194911,0.7850745699094382,1.1856823967483086,0.02687984857405173,224.1710006713867,232.80683471679689,3420695296.0,,-24.58,4490399744.0,,0.571,238.0,1.0,17.0
APCOTEXIND.BO,0.5393982965374959,0.728301980436247,0.6512157395986775,0.013867803399229505,477.047939453125,515.1558535766602,17093297152.0,32.48276,10.15,13535414272.0,1.67,0.543,565.0,1.0,86.0
APLAPOLLO.BO,0.45804073949616325,0.7986963684999853,0.6323939252688576,0.025479551194590614,1092.9755834960938,996.029418334961,398956068864.0,62.884953,22.86,199523106816.0,0.38,0.756,2682.0,1.0,89.0
APLLTD.BO,0.3595754443617563,0.5954727353830696,0.43558015893104873,0.011324490109764104,590.1414135742187,660.1082852172851,146203557888.0,24.21224,30.72,64194301952.0,1.48,0.731,14858.0,7.0,32.0
APOLLOHOSP.BO,0.3351079090887511,0.6861631106667645,0.8870045276980641,0.015862727276837785,4543.74607421875,4252.925336914062,870271614976.0,66.22169,91.39,211456999424.0,0.3,0.667,83147.0,7.0,58.0
APOLLOTYRE.BO,0.3896344418737465,1.1169317639173577,1.15652847707871,0.019045412257743033,299.7192578125,238.88324157714842,237750059008.0,18.413675,20.33,256006766592.0,1.6,0.991,7559.0,3.0,10.0
APTECHT.BO,0.5165211798042915,1.1105241106107229,1.2426819808215825,0.018052792238849886,222.75634368896485,193.25562133789063,6455366656.0,38.11644,2.92,4454754816.0,4.04,0.698,497.0,4.0,33.0
ARCHIDPLY.BO,0.648856953259499,0.8246571738058726,0.6364637809663486,0.03370098872180154,74.08600051879883,64.9860000038147,1590193280.0,,-3.43,5162720256.0,,0.715,375.0,1.0,55.0
ARCHIES.BO,0.5757769964314332,0.8080174514990691,0.8371842315056407,0.04900513186308135,23.335,19.459750032424928,611417984.0,,-2.66,725632000.0,,0.908,487.0,3.0,88.0
ARCOTECH.BO,0.5170769726699267,0.2354135123449339,0.0,0.0,2.3399999141693115,2.3399999141693115,245699984.0,,,,,,,11.0,97.0
ARIES.BO,0.54863994995831,1.079019724285268,0.9834914949829412,0.05097421100367331,147.05835189819334,136.873056640625,3095023360.0,9.6434355,24.68,6009889792.0,0.42,0.546,1123.0,1.0,2.0
ARMANFIN.BO,0.5884446379808826,0.8571934523398127,1.0142633218624388,0.02277162181919768,1473.4099975585937,1265.674250793457,13427314688.0,14.266049,89.72,2823245056.0,,0.686,951.0,6.0,28.0
AROGRANITE.BO,0.5749487004459646,0.8090987179538636,1.1856247303514655,0.03681714629116653,46.60000022888184,48.16000017166138,544680000.0,,-4.46,1291724032.0,,0.811,248.0,8.0,18.0
ARROWGREEN.BO,0.6104300119583304,0.5369979183718698,0.7818036624177986,0.043499569592896525,156.5279542541504,111.19504062652588,7952831488.0,12.8529625,41.01,2366799872.0,0.38,0.526,108.0,3.0,69.0
ARSHIYA.BO,0.678604509239369,0.9108341964381094,0.9637200604121633,0.04301997054243466,10.399000005722046,17.010100061893464,858931776.0,,-106.98,1544071040.0,,1.855,,8.0,50.0
ARSSINFRA.BO,0.6358210400080958,1.1026196105828274,0.7610170067440818,0.027248915507084588,21.19300006866455,23.034250025749206,597327296.0,22.646553,1.16,2433862912.0,,1.448,406.0,8.0,48.0
ARVIND.BO,0.4963992781632062,1.2018466613151788,1.255559635523795,0.025897635648763857,88.64270675659179,95.70855308532715,88883322880.0,29.500433,11.51,81826299904.0,1.1,0.704,24599.0,3.0,91.0
ASAHIINDIA.BO,0.4071585170954033,0.793015372745841,1.0121512663900387,0.022772735352598848,591.6215325927734,540.0035292053223,150691495936.0,42.722263,14.51,45035098112.0,0.32,0.662,2567.0,3.0,10.0
ASAHISONG.BO,0.5062128489533154,0.9169635732311834,0.6137672441802607,0.01728113298137523,271.61575988769533,289.1942292785645,3332269824.0,23.363636,12.1,5355727872.0,0.18,1.084,126.0,1.0,86.0
ASAL.BO,0.5809537825021549,0.680458028342561,0.9771695725475469,0.029800029276929513,386.59700073242186,443.8210005187988,7473718784.0,38.45714,12.25,8196850176.0,,1.077,497.0,3.0,10.0
ASHAPURMIN.BO,0.5714663161254605,0.8771563252067334,1.2764959698847484,0.03653350498461357,86.9820002746582,105.1076876449585,32932622336.0,11.627319,29.65,25523640320.0,,1.078,1470.0,1.0,67.0
ASHIANA.BO,0.4232233620033656,0.6185777423108263,0.6985524801662191,0.018350777555101377,149.9244479370117,143.8530386352539,30318340096.0,208.0,1.45,6033293824.0,0.5,0.745,728.0,9.0,75.0
ASHIMASYN.BO,0.6644977717452225,0.7552883328798303,0.6165117974397506,0.03391527916130873,15.43340009689331,14.34545003414154,3643456768.0,4.002105,4.75,3281700096.0,,1.061,239.0,3.0,91.0
ASHOKA.BO,0.45892768086032903,0.9995748677557723,1.1688814437824495,0.02315773122769535,78.39400039672852,80.08975025177001,48382611456.0,3.2011516,53.84,103940816896.0,,1.311,1594.0,8.0,37.0
ASHOKLEY.BO,0.41112569420103795,1.1813760595594407,1.0819731858560175,0.013270265141983886,140.59898193359376,135.6644606399536,625040424960.0,22.12578,9.62,474692616192.0,3.27,0.833,9607.0,8.0,39.0
ASHOKRE.BO,10.799415234065291,-0.20114753760276244,0.11546738690953472,0.012423143883757544,5.09779990196228,8.144949948787689,45789576.0,,,,,,,11.0,97.0
ASIANHOTNR.BO,0.48706734925464673,0.41385533791309226,0.9929099749982976,0.02318028252791714,87.88899993896484,85.1114998626709,7003151872.0,,-1.12,3102725120.0,,0.458,785.0,3.0,54.0
ASIANPAINT.BO,0.2633047080862338,0.741488988465755,0.7961815924134986,0.009802566388173182,3054.7286572265625,3048.1956091308593,2089957326848.0,49.510563,44.03,342202613760.0,1.49,0.402,9482.0,1.0,86.0
ASIANTILES.BO,0.5554438010193473,0.8804482778393168,0.9730021423281439,0.02091095333192197,52.48900001525879,60.49513347625732,6497917952.0,96.065216,0.46,15107731456.0,,0.725,6000.0,8.0,18.0
ASTEC.BO,0.5521773319722175,0.7655715416829523,0.7132150711992364,0.01649056145414428,1992.25345703125,1883.3099493408204,14318282752.0,,-61.04,4159859968.0,,0.295,606.0,1.0,2.0
ASTRAL.BO,0.3626175724958795,0.6448654830426231,0.9088466998644006,0.018966058766495306,1487.4652709960938,1471.7067901611329,359635124224.0,68.478264,19.55,57761001472.0,0.28,0.54,,8.0,18.0
ASTRAMICRO.BO,0.46121894574013816,0.9085284864643,0.8741241002824595,0.025615766651232854,303.4978454589844,267.11786064147947,57721815040.0,42.904022,14.17,9972830208.0,0.33,0.853,1469.0,10.0,22.0
ASTRAZEN.BO,0.40692546263217116,0.6505459137504568,0.5417006657815608,0.012627759436774392,3327.034638671875,2996.395723876953,167659995136.0,172.40102,38.9,16190100480.0,0.36,0.339,940.0,7.0,32.0
ATFL.BO,0.3347151742000909,0.5589171066932824,0.36294575619073227,0.01731292641614094,795.6237377929688,801.8184689331055,30445901824.0,345.1496,2.34,7734130176.0,0.37,0.968,564.0,4.0,68.0
ATLASCYCLE.BO,0.4237048418639669,0.6101147174687516,0.0,0.0,29.0,29.0,665017664.0,4.35477,23.48,117148000.0,,0.595,14.0,3.0,53.0
ATUL.BO,0.34523185200826506,0.7111509550159955,0.695280451496407,0.017314962822409036,8264.56283203125,8704.809777832032,156316598272.0,37.593735,141.09,53438599168.0,0.38,0.51,3255.0,1.0,86.0
ATULAUTO.BO,0.4103731148198304,0.853196198242717,1.0776121192447463,0.03115815839290132,287.9619995117188,208.99174980163573,12191145984.0,60.5931,7.25,6685899776.0,,0.302,474.0,3.0,9.0
AURIONPRO.BO,0.5645836658607731,0.6972291541090824,0.9536772170247716,0.03755116536005992,179.28322143554686,166.2571691131592,72983150592.0,40.00147,33.97,10928837632.0,0.26,-0.196,1795.0,10.0,83.0
AUROPHARMA.BO,0.4011480634719796,0.921930891128548,0.82125925116591,0.010874306925600692,474.3993701171876,541.0564189147949,614662537216.0,17.70035,59.77,309217591296.0,0.4,0.638,26015.0,7.0,32.0
AUTOAXLES.BO,0.4201082909717547,0.7869799188136284,0.7025472154055951,0.017045974014424096,1914.25046875,1768.7831408691407,24817682432.0,16.154337,101.66,20894160896.0,1.95,1.127,989.0,3.0,10.0
AUTOIND.BO,0.568882023790127,0.8919098822134581,0.936638552223298,0.03211904138338938,91.53500061035156,75.79875015258789,3035230720.0,15.416668,4.56,6529829888.0,,0.731,866.0,3.0,10.0
AUTOINT.BO,0.0,0.0,0.0,0.0,19.78648376464844,19.78648376464844,163744512.0,2.9867725,94.5,837254016.0,0.43,0.24,322.0,8.0,78.0
AVTNPL.BO,0.5143692479503941,0.8736599160044913,1.1392465715690523,0.02944111582766336,107.91893585205078,102.35761070251465,8544655360.0,19.085033,2.94,5242511872.0,1.43,0.506,315.0,1.0,86.0
AXISBANK.BO,0.36044292043742854,1.4267714453620124,0.9973838403995255,0.01006472752284093,897.8201513671875,765.8142135620117,3145467691008.0,11.223621,90.51,672979812352.0,0.1,0.961,104633.0,6.0,11.0
AXISCADES.BO,0.6177079079411298,0.8824888255517603,0.9591909395138274,0.03551882177067866,295.22900024414065,177.62625011444092,29995517952.0,58.1425,12.14,9776043008.0,,1.116,3131.0,8.0,37.0
AYMSYNTEX.BO,0.6075787306487316,0.6985340334705482,1.148703202427996,0.02512453836933616,77.12000015258789,91.5700004196167,11445348352.0,31.86482,6.14,15022639104.0,,1.17,1332.0,3.0,91.0
BAGFILMS.BO,0.6278660600682676,0.7689026414657217,0.8033011255741275,0.026966975335012505,5.12140001296997,6.030400004386902,1365634176.0,115.00001,0.06,1344258048.0,,0.126,23.0,2.0,16.0
BAJAJ-AUTO.BO,0.25317462111385663,0.7781535836118256,0.6665961299806793,0.010441013122457002,3490.389599609375,3527.641730957031,2208023183360.0,29.41171,268.83,512005996544.0,1.01,1.107,6192.0,3.0,9.0
BAJAJELEC.BO,0.3937454112015725,0.7280904658757996,0.504931201576031,0.01565318354777082,1136.8716235351562,1095.2790365600586,69545459712.0,67.143654,8.98,47510384640.0,0.5,0.663,1958.0,3.0,45.0
BAJAJFINSV.BO,0.3456575440315771,1.1034599455500331,1.348171386222622,0.013157870523994508,1639.5329321289062,1515.0744555664062,2987097849856.0,35.213387,53.19,1271847583744.0,0.05,1.182,92079.0,6.0,41.0
BAJAJHIND.BO,0.5333105882155296,0.7619743280143083,0.67952907935784,0.05958963223453376,13.165200023651122,13.18405002117157,23159773184.0,,-1.14,58913701888.0,,1.477,7374.0,4.0,24.0
BAJAJHLDNG.BO,0.2938482805717991,0.622149905899986,0.81050712783815,0.018952303608462645,6107.6201171875,5368.1470556640625,1289736028160.0,17.182222,674.45,18206699520.0,0.74,0.718,19.0,6.0,8.0
BAJFINANCE.BO,0.37688161519330043,1.2367341242243002,1.3936507335585357,0.009372961802102587,6744.141474609375,6617.896552734375,5285773574144.0,33.11206,257.98,358050791424.0,0.42,1.104,,6.0,28.0
BALAJITELE.BO,0.4849111369002747,0.9936807630871631,0.8765034090544822,0.022328033143609108,47.24699989318847,53.215749988555906,6455414272.0,,-0.93,5219521024.0,,0.727,103.0,2.0,38.0
BALAMINES.BO,0.5193596338940422,1.0690783619432476,1.036287722339013,0.016072576890946596,2900.939365234375,3094.360736083984,41913933824.0,22.623295,57.18,14582940672.0,0.85,1.208,1084.0,1.0,86.0
BALKRISIND.BO,0.34410969048041296,0.7600385949985757,0.8214926133964274,0.011653871103430597,1990.630185546875,2048.64416015625,506210222080.0,28.571196,91.65,103764901888.0,0.61,0.801,3590.0,3.0,10.0
BALLARPUR.BO,0.4870975248253995,0.5796544804807462,0.3778138953977636,0.03294212436789435,345.87878967285155,397.1969692993164,14833334272.0,,,,,,,11.0,97.0
BALMLAWRIE.BO,0.4189449693012572,0.6327916234795975,0.6872899090318736,0.019143241862029883,110.2141798400879,104.79061656951905,25513795584.0,9.632021,15.49,24841635840.0,5.7,0.919,863.0,8.0,25.0
BALPHARMA.BO,0.5750947272766279,0.7605151664959929,0.6266383866319198,0.03139974409660611,88.76290328979492,95.92411655426025,1406611456.0,18.141684,4.87,3243420928.0,1.36,0.609,868.0,7.0,32.0
BALRAMCHIN.BO,0.4704974693033367,0.8129409993118306,0.9432874359905757,0.017580957734841363,356.6743194580078,381.4172694396973,89674768384.0,21.836283,20.34,53459513344.0,1.35,0.864,6056.0,4.0,24.0
BANARBEADS.BO,0.615208242917901,0.45513485266942055,0.910233860441185,0.021164323718091935,77.59104942321777,75.97704307556153,797009984.0,24.917011,4.82,330512000.0,3.54,0.239,242.0,3.0,44.0
BANARISUG.BO,0.40459767599271296,0.578915097736208,0.7986144656217703,0.017932578430394443,2895.7171044921874,2624.5152850341797,41215488000.0,45.043167,72.97,17202667520.0,0.38,0.927,2061.0,4.0,24.0
BANCOINDIA.BO,0.4378895258353441,0.7242785202129752,1.0599805165821692,0.021025727453908048,72.89145278930664,60.26259229660034,45049503744.0,14.703548,21.42,30617423872.0,6.99,0.839,690.0,3.0,10.0
BANG.BO,0.5988780762204473,0.3794018779383935,0.8767539834502659,0.025713596435426384,48.03499992370605,44.535249967575076,725324416.0,,-3.16,1773806976.0,,0.201,299.0,3.0,6.0
BANKBARODA.BO,0.43324198997171953,1.2970755024814027,1.1698258525085146,0.022426743304363256,158.61687713623047,120.06435081481933,1022377787392.0,5.005063,39.5,638094737408.0,3.84,0.791,75515.0,6.0,11.0
BANKBEES.BO,2.7679037500890544,1.0310446602534737,0.9693741607134541,0.008174905279760487,429.4813977050782,385.3881994628906,,,,,,,,11.0,97.0
BANKINDIA.BO,0.46124007903342484,1.3116737737440718,1.1779821487381827,0.03988341631011708,74.88129898071288,52.10516185760498,433641848832.0,5.099036,18.68,275239600128.0,2.94,1.365,50944.0,6.0,11.0
BANSTEA.BO,0.14572162080782644,-0.02234020812644716,0.03818706148457783,0.020221832384065434,7.940999984741211,6.5558999824523925,37283700.0,,,,,0.178,,4.0,40.0
BANSWRAS.BO,0.5121281657057675,0.5738669862488265,1.1860563768846626,0.03274429635675704,110.71954284667969,109.62425483703613,4313244672.0,17.427385,7.23,12958333952.0,0.79,0.635,13570.0,3.0,91.0
BASF.BO,0.36453172292647384,0.6303708265628383,0.6220909790049494,0.011336609622628068,2711.4221533203126,2778.6201623535158,185429016576.0,30.210508,141.8,153332596736.0,0.35,0.381,1401.0,1.0,86.0
BASML.BO,0.5071422944539595,0.7081261567497494,1.23098893174153,0.032504674578396,51.11900016784668,59.654269733428954,2204624640.0,,-3.49,9100824576.0,,0.925,3086.0,3.0,91.0
BATAINDIA.BO,0.2913077478167675,0.8642603786732932,0.8693371099791627,0.009264290731917736,1693.5021313476564,1762.7820910644532,157164044288.0,45.038677,27.15,34984431616.0,1.8,0.563,4073.0,3.0,44.0
BAYERCROP.BO,0.28567980824289274,0.4149071095130564,0.3961874807230584,0.013313561647319248,4441.327080078125,4591.766697998047,213099708416.0,40.98228,115.7,52172001280.0,2.64,0.488,1317.0,1.0,2.0
BBL.BO,0.4175674495557169,0.9043724405325573,0.8869632461225424,0.027492447410836156,1129.7468530273438,902.7441165161133,28272445440.0,42.73535,58.53,18700582912.0,1.4,0.706,1052.0,8.0,34.0
BBTC.BO,0.46591529898808864,1.1707537844129197,0.8713864048102663,0.020935624686035607,926.4035375976563,924.1264868164062,115922526208.0,10.111063,164.32,181344600064.0,0.85,1.013,2491.0,4.0,68.0
BEDMUTHA.BO,0.6329941085578563,0.5962762987316395,0.7533342162804318,0.054595746689864666,63.998999786376956,71.3723747253418,4968640512.0,16.830603,9.15,9970684928.0,,0.003,532.0,1.0,89.0
BEL.BO,2.9099362961622157,1.161032110725917,0.7821544506079491,0.014087322353753439,102.17555267333984,88.32193214416503,1801129689088.0,36.076134,6.83,231832403968.0,1.14,0.428,11444.0,8.0,1.0
BEML.BO,0.4524850741467698,1.0716547509739915,0.8743321263064106,0.02373381482269527,1480.82251953125,1484.7104620361329,102195601408.0,39.06399,62.82,38833344512.0,0.84,1.1,4729.0,8.0,25.0
BEPL.BO,0.5792244650105354,0.7907880736883507,1.0874289881860297,0.018396677924627066,59.43686416625977,61.85143856048584,24997785600.0,13.798076,7.28,13739838464.0,4.98,1.111,478.0,1.0,21.0
